FHIR_RESOURCE, FHIR_ELEMENT_NAME, FHIR_PATH, CAMPFHIR_COLUMN
InsurancePlan, Text, InsurancePlan.Plan.SpecificCost.Benefit.Type.Text, InsrncPln_Pln_SpecificCst_Bnft_Typ_Txt
InsurancePlan, Code, InsurancePlan.Plan.SpecificCost.Category.Coding.Code, InsrncPln_Pln_SpecificCst_Ctgry_Cdg_Cd
InsurancePlan, Display, InsurancePlan.Plan.SpecificCost.Category.Coding.Display, InsrncPln_Pln_SpecificCst_Ctgry_Cdg_Dsply
InsurancePlan, System, InsurancePlan.Plan.SpecificCost.Category.Coding.System, InsrncPln_Pln_SpecificCst_Ctgry_Cdg_Sys
InsurancePlan, UserSelected, InsurancePlan.Plan.SpecificCost.Category.Coding.UserSelected, InsrncPln_Pln_SpecificCst_Ctgry_Cdg_UsrSltd
InsurancePlan, Version, InsurancePlan.Plan.SpecificCost.Category.Coding.Version, InsrncPln_Pln_SpecificCst_Ctgry_Cdg_Vrsn
InsurancePlan, Text, InsurancePlan.Plan.SpecificCost.Category.Text, InsrncPln_Pln_SpecificCst_Ctgry_Txt
InsurancePlan, Code, InsurancePlan.Plan.Type.Coding.Code, InsrncPln_Pln_Typ_Cdg_Cd
InsurancePlan, Display, InsurancePlan.Plan.Type.Coding.Display, InsrncPln_Pln_Typ_Cdg_Dsply
InsurancePlan, System, InsurancePlan.Plan.Type.Coding.System, InsrncPln_Pln_Typ_Cdg_Sys
InsurancePlan, UserSelected, InsurancePlan.Plan.Type.Coding.UserSelected, InsrncPln_Pln_Typ_Cdg_UsrSltd
InsurancePlan, Version, InsurancePlan.Plan.Type.Coding.Version, InsrncPln_Pln_Typ_Cdg_Vrsn
InsurancePlan, Text, InsurancePlan.Plan.Type.Text, InsrncPln_Pln_Typ_Txt
InsurancePlan, Status, InsurancePlan.Status, InsrncPln_Sts
InsurancePlan, Code, InsurancePlan.Type.Coding.Code, InsrncPln_Typ_Cdg_Cd
InsurancePlan, Display, InsurancePlan.Type.Coding.Display, InsrncPln_Typ_Cdg_Dsply
InsurancePlan, System, InsurancePlan.Type.Coding.System, InsrncPln_Typ_Cdg_Sys
InsurancePlan, UserSelected, InsurancePlan.Type.Coding.UserSelected, InsrncPln_Typ_Cdg_UsrSltd
InsurancePlan, Version, InsurancePlan.Type.Coding.Version, InsrncPln_Typ_Cdg_Vrsn
InsurancePlan, Text, InsurancePlan.Type.Text, InsrncPln_Typ_Txt
Invoice, Account, Invoice.Account, Invce_Account
Invoice, CancelledReason, Invoice.CancelledReason, Invce_CancelledRsn
Invoice, Date, Invoice.Date, Invce_Dt
Invoice, Assigner, Invoice.Identifier.Assigner, Invce_Id_Assigner
Invoice, End, Invoice.Identifier.Period.End, Invce_Id_Prd_End
Invoice, Start, Invoice.Identifier.Period.Start, Invce_Id_Prd_Strt
Invoice, System, Invoice.Identifier.System, Invce_Id_Sys
Invoice, Code, Invoice.Identifier.Type.Coding.Code, Invce_Id_Typ_Cdg_Cd
Invoice, Display, Invoice.Identifier.Type.Coding.Display, Invce_Id_Typ_Cdg_Dsply
Invoice, System, Invoice.Identifier.Type.Coding.System, Invce_Id_Typ_Cdg_Sys
Invoice, UserSelected, Invoice.Identifier.Type.Coding.UserSelected, Invce_Id_Typ_Cdg_UsrSltd
Invoice, Version, Invoice.Identifier.Type.Coding.Version, Invce_Id_Typ_Cdg_Vrsn
Invoice, Text, Invoice.Identifier.Type.Text, Invce_Id_Typ_Txt
Invoice, Use, Invoice.Identifier.Use, Invce_Id_Use
Invoice, Value, Invoice.Identifier.Value, Invce_Id_Vl
Invoice, Issuer, Invoice.Issuer, Invce_Issuer
Invoice, Code, Invoice.LineItem.ChargeItemCodeableConcept.Coding.Code, Invce_LineItm_ChrgItmCdbleCncpt_Cdg_Cd
Invoice, Display, Invoice.LineItem.ChargeItemCodeableConcept.Coding.Display, Invce_LineItm_ChrgItmCdbleCncpt_Cdg_Dsply
Invoice, System, Invoice.LineItem.ChargeItemCodeableConcept.Coding.System, Invce_LineItm_ChrgItmCdbleCncpt_Cdg_Sys
Invoice, UserSelected, Invoice.LineItem.ChargeItemCodeableConcept.Coding.UserSelected, Invce_LineItm_ChrgItmCdbleCncpt_Cdg_UsrSltd
Invoice, Version, Invoice.LineItem.ChargeItemCodeableConcept.Coding.Version, Invce_LineItm_ChrgItmCdbleCncpt_Cdg_Vrsn
Invoice, Text, Invoice.LineItem.ChargeItemCodeableConcept.Text, Invce_LineItm_ChrgItmCdbleCncpt_Txt
Invoice, ChargeItemReference, Invoice.LineItem.ChargeItemReference, Invce_LineItm_ChrgItmRfrnc
Invoice, Currency, Invoice.LineItem.PriceComponent.Amount.Currency, Invce_LineItm_PriceCmpnt_Amnt_Crncy
Invoice, Value, Invoice.LineItem.PriceComponent.Amount.Value, Invce_LineItm_PriceCmpnt_Amnt_Vl
Invoice, Code, Invoice.LineItem.PriceComponent.Code.Coding.Code, Invce_LineItm_PriceCmpnt_Cd_Cdg_Cd
Invoice, Display, Invoice.LineItem.PriceComponent.Code.Coding.Display, Invce_LineItm_PriceCmpnt_Cd_Cdg_Dsply
Invoice, System, Invoice.LineItem.PriceComponent.Code.Coding.System, Invce_LineItm_PriceCmpnt_Cd_Cdg_Sys
Invoice, UserSelected, Invoice.LineItem.PriceComponent.Code.Coding.UserSelected, Invce_LineItm_PriceCmpnt_Cd_Cdg_UsrSltd
Invoice, Version, Invoice.LineItem.PriceComponent.Code.Coding.Version, Invce_LineItm_PriceCmpnt_Cd_Cdg_Vrsn
Invoice, Text, Invoice.LineItem.PriceComponent.Code.Text, Invce_LineItm_PriceCmpnt_Cd_Txt
Invoice, Factor, Invoice.LineItem.PriceComponent.Factor, Invce_LineItm_PriceCmpnt_Factor
Invoice, Type, Invoice.LineItem.PriceComponent.Type, Invce_LineItm_PriceCmpnt_Typ
Invoice, Sequence, Invoice.LineItem.Sequence, Invce_LineItm_Sqnc
Invoice, AuthorReference, Invoice.Note.AuthorReference, Invce_Nt_AthrRfrnc
Invoice, AuthorStringType, Invoice.Note.AuthorStringType, Invce_Nt_AthrStrgTyp
Invoice, Text, Invoice.Note.Text, Invce_Nt_Txt
Invoice, Time, Invoice.Note.Time, Invce_Nt_Time
Invoice, Actor, Invoice.Participant.Actor, Invce_Prtcpnt_Actor
Invoice, Code, Invoice.Participant.Role.Coding.Code, Invce_Prtcpnt_Role_Cdg_Cd
Invoice, Display, Invoice.Participant.Role.Coding.Display, Invce_Prtcpnt_Role_Cdg_Dsply
Invoice, System, Invoice.Participant.Role.Coding.System, Invce_Prtcpnt_Role_Cdg_Sys
Invoice, UserSelected, Invoice.Participant.Role.Coding.UserSelected, Invce_Prtcpnt_Role_Cdg_UsrSltd
Invoice, Version, Invoice.Participant.Role.Coding.Version, Invce_Prtcpnt_Role_Cdg_Vrsn
Invoice, Text, Invoice.Participant.Role.Text, Invce_Prtcpnt_Role_Txt
Invoice, PaymentTerms, Invoice.PaymentTerms, Invce_PymntTrms
Invoice, Recipient, Invoice.Recipient, Invce_Recipient
Invoice, Status, Invoice.Status, Invce_Sts
Invoice, Subject, Invoice.Subject, Invce_Sbjct
Invoice, Currency, Invoice.TotalGross.Currency, Invce_TotalGross_Crncy
Invoice, Value, Invoice.TotalGross.Value, Invce_TotalGross_Vl
Invoice, Currency, Invoice.TotalNet.Currency, Invce_TotalNet_Crncy
Invoice, Value, Invoice.TotalNet.Value, Invce_TotalNet_Vl
Invoice, Currency, Invoice.TotalPriceComponent.Amount.Currency, Invce_TotalPriceCmpnt_Amnt_Crncy
Invoice, Value, Invoice.TotalPriceComponent.Amount.Value, Invce_TotalPriceCmpnt_Amnt_Vl
Invoice, Code, Invoice.TotalPriceComponent.Code.Coding.Code, Invce_TotalPriceCmpnt_Cd_Cdg_Cd
Invoice, Display, Invoice.TotalPriceComponent.Code.Coding.Display, Invce_TotalPriceCmpnt_Cd_Cdg_Dsply
Invoice, System, Invoice.TotalPriceComponent.Code.Coding.System, Invce_TotalPriceCmpnt_Cd_Cdg_Sys
Invoice, UserSelected, Invoice.TotalPriceComponent.Code.Coding.UserSelected, Invce_TotalPriceCmpnt_Cd_Cdg_UsrSltd
Invoice, Version, Invoice.TotalPriceComponent.Code.Coding.Version, Invce_TotalPriceCmpnt_Cd_Cdg_Vrsn
Invoice, Text, Invoice.TotalPriceComponent.Code.Text, Invce_TotalPriceCmpnt_Cd_Txt
Invoice, Factor, Invoice.TotalPriceComponent.Factor, Invce_TotalPriceCmpnt_Factor
Invoice, Type, Invoice.TotalPriceComponent.Type, Invce_TotalPriceCmpnt_Typ
Invoice, Code, Invoice.Type.Coding.Code, Invce_Typ_Cdg_Cd
Invoice, Display, Invoice.Type.Coding.Display, Invce_Typ_Cdg_Dsply
Invoice, System, Invoice.Type.Coding.System, Invce_Typ_Cdg_Sys
Invoice, UserSelected, Invoice.Type.Coding.UserSelected, Invce_Typ_Cdg_UsrSltd
Invoice, Version, Invoice.Type.Coding.Version, Invce_Typ_Cdg_Vrsn
Invoice, Text, Invoice.Type.Text, Invce_Typ_Txt
Library, ApprovalDate, Library.ApprovalDate, Library_ApprovalDt
Library, Name, Library.Author.Name, Library_Athr_Nm
Library, End, Library.Author.Telecom.Period.End, Library_Athr_Tlcm_Prd_End
Library, Start, Library.Author.Telecom.Period.Start, Library_Athr_Tlcm_Prd_Strt
Library, Rank, Library.Author.Telecom.Rank, Library_Athr_Tlcm_Rnk
Library, System, Library.Author.Telecom.System, Library_Athr_Tlcm_Sys
Library, Use, Library.Author.Telecom.Use, Library_Athr_Tlcm_Use
Library, Value, Library.Author.Telecom.Value, Library_Athr_Tlcm_Vl
Library, Name, Library.Contact.Name, Library_Cntct_Nm
Library, End, Library.Contact.Telecom.Period.End, Library_Cntct_Tlcm_Prd_End
Library, Start, Library.Contact.Telecom.Period.Start, Library_Cntct_Tlcm_Prd_Strt
Library, Rank, Library.Contact.Telecom.Rank, Library_Cntct_Tlcm_Rnk
Library, System, Library.Contact.Telecom.System, Library_Cntct_Tlcm_Sys
Library, Use, Library.Contact.Telecom.Use, Library_Cntct_Tlcm_Use
Library, Value, Library.Contact.Telecom.Value, Library_Cntct_Tlcm_Vl
Library, ContentType, Library.Content.ContentType, Library_Cntnt_CntntTyp
Library, Creation, Library.Content.Creation, Library_Cntnt_Creation
Library, Data, Library.Content.Data, Library_Cntnt_Data
Library, Hash, Library.Content.Hash, Library_Cntnt_Hash
Library, Language, Library.Content.Language, Library_Cntnt_Lnguage
Library, Size, Library.Content.Size, Library_Cntnt_Sz
Library, Title, Library.Content.Title, Library_Cntnt_Ttl
Library, Url, Library.Content.Url, Library_Cntnt_Url
Library, Copyright, Library.Copyright, Library_Copyright
Library, Code, Library.DataRequirement.CodeFilter.Code.Code, Library_DataRqrment_CdFltr_Cd_Cd
Library, Display, Library.DataRequirement.CodeFilter.Code.Display, Library_DataRqrment_CdFltr_Cd_Dsply
Library, System, Library.DataRequirement.CodeFilter.Code.System, Library_DataRqrment_CdFltr_Cd_Sys
Library, UserSelected, Library.DataRequirement.CodeFilter.Code.UserSelected, Library_DataRqrment_CdFltr_Cd_UsrSltd
Library, Version, Library.DataRequirement.CodeFilter.Code.Version, Library_DataRqrment_CdFltr_Cd_Vrsn
Library, Path, Library.DataRequirement.CodeFilter.Path, Library_DataRqrment_CdFltr_Path
Library, SearchParam, Library.DataRequirement.CodeFilter.SearchParam, Library_DataRqrment_CdFltr_SrchParam
Library, ValueSet, Library.DataRequirement.CodeFilter.ValueSet, Library_DataRqrment_CdFltr_VlSt
Library, Path, Library.DataRequirement.DateFilter.Path, Library_DataRqrment_DtFltr_Path
Library, SearchParam, Library.DataRequirement.DateFilter.SearchParam, Library_DataRqrment_DtFltr_SrchParam
Library, ValueDateTimeType, Library.DataRequirement.DateFilter.ValueDateTimeType, Library_DataRqrment_DtFltr_VlDtTimeTyp
Library, Code, Library.DataRequirement.DateFilter.ValueDuration.Code, Library_DataRqrment_DtFltr_VlDuration_Cd
Library, Comparator, Library.DataRequirement.DateFilter.ValueDuration.Comparator, Library_DataRqrment_DtFltr_VlDuration_Cmprtr
Library, System, Library.DataRequirement.DateFilter.ValueDuration.System, Library_DataRqrment_DtFltr_VlDuration_Sys
Library, Unit, Library.DataRequirement.DateFilter.ValueDuration.Unit, Library_DataRqrment_DtFltr_VlDuration_Unt
Library, Value, Library.DataRequirement.DateFilter.ValueDuration.Value, Library_DataRqrment_DtFltr_VlDuration_Vl
Library, End, Library.DataRequirement.DateFilter.ValuePeriod.End, Library_DataRqrment_DtFltr_VlPrd_End
Library, Start, Library.DataRequirement.DateFilter.ValuePeriod.Start, Library_DataRqrment_DtFltr_VlPrd_Strt
Library, Limit, Library.DataRequirement.Limit, Library_DataRqrment_Lmt
Library, MustSupport, Library.DataRequirement.MustSupport, Library_DataRqrment_MustSupport
Library, Profile, Library.DataRequirement.Profile, Library_DataRqrment_Profile
Library, Direction, Library.DataRequirement.Sort.Direction, Library_DataRqrment_Sort_Direction
Library, Path, Library.DataRequirement.Sort.Path, Library_DataRqrment_Sort_Path
Library, Code, Library.DataRequirement.SubjectCodeableConcept.Coding.Code, Library_DataRqrment_SbjctCdbleCncpt_Cdg_Cd
Library, Display, Library.DataRequirement.SubjectCodeableConcept.Coding.Display, Library_DataRqrment_SbjctCdbleCncpt_Cdg_Dsply
Library, System, Library.DataRequirement.SubjectCodeableConcept.Coding.System, Library_DataRqrment_SbjctCdbleCncpt_Cdg_Sys
Library, UserSelected, Library.DataRequirement.SubjectCodeableConcept.Coding.UserSelected, Library_DataRqrment_SbjctCdbleCncpt_Cdg_UsrSltd
Library, Version, Library.DataRequirement.SubjectCodeableConcept.Coding.Version, Library_DataRqrment_SbjctCdbleCncpt_Cdg_Vrsn
Library, Text, Library.DataRequirement.SubjectCodeableConcept.Text, Library_DataRqrment_SbjctCdbleCncpt_Txt
Library, SubjectReference, Library.DataRequirement.SubjectReference, Library_DataRqrment_SbjctRfrnc
Library, Type, Library.DataRequirement.Type, Library_DataRqrment_Typ
Library, Date, Library.Date, Library_Dt
Library, Description, Library.Description, Library_Dscrptn
Library, Name, Library.Editor.Name, Library_Editor_Nm
Library, End, Library.Editor.Telecom.Period.End, Library_Editor_Tlcm_Prd_End
Library, Start, Library.Editor.Telecom.Period.Start, Library_Editor_Tlcm_Prd_Strt
Library, Rank, Library.Editor.Telecom.Rank, Library_Editor_Tlcm_Rnk
Library, System, Library.Editor.Telecom.System, Library_Editor_Tlcm_Sys
Library, Use, Library.Editor.Telecom.Use, Library_Editor_Tlcm_Use
Library, Value, Library.Editor.Telecom.Value, Library_Editor_Tlcm_Vl
Library, End, Library.EffectivePeriod.End, Library_EfctivePrd_End
Library, Start, Library.EffectivePeriod.Start, Library_EfctivePrd_Strt
Library, Name, Library.Endorser.Name, Library_Endsr_Nm
Library, End, Library.Endorser.Telecom.Period.End, Library_Endsr_Tlcm_Prd_End
Library, Start, Library.Endorser.Telecom.Period.Start, Library_Endsr_Tlcm_Prd_Strt
Library, Rank, Library.Endorser.Telecom.Rank, Library_Endsr_Tlcm_Rnk
Library, System, Library.Endorser.Telecom.System, Library_Endsr_Tlcm_Sys
Library, Use, Library.Endorser.Telecom.Use, Library_Endsr_Tlcm_Use
Library, Value, Library.Endorser.Telecom.Value, Library_Endsr_Tlcm_Vl
Library, Experimental, Library.Experimental, Library_Exprmtl
Library, Assigner, Library.Identifier.Assigner, Library_Id_Assigner
Library, End, Library.Identifier.Period.End, Library_Id_Prd_End
Library, Start, Library.Identifier.Period.Start, Library_Id_Prd_Strt
Library, System, Library.Identifier.System, Library_Id_Sys
Library, Code, Library.Identifier.Type.Coding.Code, Library_Id_Typ_Cdg_Cd
Library, Display, Library.Identifier.Type.Coding.Display, Library_Id_Typ_Cdg_Dsply
Library, System, Library.Identifier.Type.Coding.System, Library_Id_Typ_Cdg_Sys
Library, UserSelected, Library.Identifier.Type.Coding.UserSelected, Library_Id_Typ_Cdg_UsrSltd
Library, Version, Library.Identifier.Type.Coding.Version, Library_Id_Typ_Cdg_Vrsn
Library, Text, Library.Identifier.Type.Text, Library_Id_Typ_Txt
Library, Use, Library.Identifier.Use, Library_Id_Use
Library, Value, Library.Identifier.Value, Library_Id_Vl
Library, Code, Library.Jurisdiction.Coding.Code, Library_Jrsdctn_Cdg_Cd
Library, Display, Library.Jurisdiction.Coding.Display, Library_Jrsdctn_Cdg_Dsply
Library, System, Library.Jurisdiction.Coding.System, Library_Jrsdctn_Cdg_Sys
Library, UserSelected, Library.Jurisdiction.Coding.UserSelected, Library_Jrsdctn_Cdg_UsrSltd
Library, Version, Library.Jurisdiction.Coding.Version, Library_Jrsdctn_Cdg_Vrsn
Library, Text, Library.Jurisdiction.Text, Library_Jrsdctn_Txt
Library, LastReviewDate, Library.LastReviewDate, Library_LastReviewDt
Library, Name, Library.Name, Library_Nm
Library, Documentation, Library.Parameter.Documentation, Library_Prmtr_Docation
Library, Max, Library.Parameter.Max, Library_Prmtr_Mx
Library, Min, Library.Parameter.Min, Library_Prmtr_Min
Library, Name, Library.Parameter.Name, Library_Prmtr_Nm
Library, Profile, Library.Parameter.Profile, Library_Prmtr_Profile
Library, Type, Library.Parameter.Type, Library_Prmtr_Typ
Library, Use, Library.Parameter.Use, Library_Prmtr_Use
Library, Publisher, Library.Publisher, Library_Pblshr
Library, Purpose, Library.Purpose, Library_Prpse
Library, Citation, Library.RelatedArtifact.Citation, Library_RltedArtfct_Citation
Library, Display, Library.RelatedArtifact.Display, Library_RltedArtfct_Dsply
Library, ContentType, Library.RelatedArtifact.Document.ContentType, Library_RltedArtfct_Doc_CntntTyp
Library, Creation, Library.RelatedArtifact.Document.Creation, Library_RltedArtfct_Doc_Creation
Library, Data, Library.RelatedArtifact.Document.Data, Library_RltedArtfct_Doc_Data
Library, Hash, Library.RelatedArtifact.Document.Hash, Library_RltedArtfct_Doc_Hash
Library, Language, Library.RelatedArtifact.Document.Language, Library_RltedArtfct_Doc_Lnguage
Library, Size, Library.RelatedArtifact.Document.Size, Library_RltedArtfct_Doc_Sz
Library, Title, Library.RelatedArtifact.Document.Title, Library_RltedArtfct_Doc_Ttl
Library, Url, Library.RelatedArtifact.Document.Url, Library_RltedArtfct_Doc_Url
Library, Label, Library.RelatedArtifact.Label, Library_RltedArtfct_Lbl
Library, Resource, Library.RelatedArtifact.Resource, Library_RltedArtfct_Rsrc
Library, Type, Library.RelatedArtifact.Type, Library_RltedArtfct_Typ
Library, Url, Library.RelatedArtifact.Url, Library_RltedArtfct_Url
Library, Name, Library.Reviewer.Name, Library_Rviewr_Nm
Library, End, Library.Reviewer.Telecom.Period.End, Library_Rviewr_Tlcm_Prd_End
Library, Start, Library.Reviewer.Telecom.Period.Start, Library_Rviewr_Tlcm_Prd_Strt
Library, Rank, Library.Reviewer.Telecom.Rank, Library_Rviewr_Tlcm_Rnk
Library, System, Library.Reviewer.Telecom.System, Library_Rviewr_Tlcm_Sys
Library, Use, Library.Reviewer.Telecom.Use, Library_Rviewr_Tlcm_Use
Library, Value, Library.Reviewer.Telecom.Value, Library_Rviewr_Tlcm_Vl
Library, Status, Library.Status, Library_Sts
Library, Code, Library.SubjectCodeableConcept.Coding.Code, Library_SbjctCdbleCncpt_Cdg_Cd
Library, Display, Library.SubjectCodeableConcept.Coding.Display, Library_SbjctCdbleCncpt_Cdg_Dsply
Library, System, Library.SubjectCodeableConcept.Coding.System, Library_SbjctCdbleCncpt_Cdg_Sys
Library, UserSelected, Library.SubjectCodeableConcept.Coding.UserSelected, Library_SbjctCdbleCncpt_Cdg_UsrSltd
Library, Version, Library.SubjectCodeableConcept.Coding.Version, Library_SbjctCdbleCncpt_Cdg_Vrsn
Library, Text, Library.SubjectCodeableConcept.Text, Library_SbjctCdbleCncpt_Txt
Library, SubjectReference, Library.SubjectReference, Library_SbjctRfrnc
Library, Subtitle, Library.Subtitle, Library_Subtitle
Library, Title, Library.Title, Library_Ttl
Library, Code, Library.Topic.Coding.Code, Library_Topic_Cdg_Cd
Library, Display, Library.Topic.Coding.Display, Library_Topic_Cdg_Dsply
Library, System, Library.Topic.Coding.System, Library_Topic_Cdg_Sys
Library, UserSelected, Library.Topic.Coding.UserSelected, Library_Topic_Cdg_UsrSltd
Library, Version, Library.Topic.Coding.Version, Library_Topic_Cdg_Vrsn
Library, Text, Library.Topic.Text, Library_Topic_Txt
Library, Code, Library.Type.Coding.Code, Library_Typ_Cdg_Cd
Library, Display, Library.Type.Coding.Display, Library_Typ_Cdg_Dsply
Library, System, Library.Type.Coding.System, Library_Typ_Cdg_Sys
Library, UserSelected, Library.Type.Coding.UserSelected, Library_Typ_Cdg_UsrSltd
Library, Version, Library.Type.Coding.Version, Library_Typ_Cdg_Vrsn
Library, Text, Library.Type.Text, Library_Typ_Txt
Library, Url, Library.Url, Library_Url
Library, Usage, Library.Usage, Library_Usg
Library, Code, Library.UseContext.Code.Code, Library_UseCntxt_Cd_Cd
Library, Display, Library.UseContext.Code.Display, Library_UseCntxt_Cd_Dsply
Library, System, Library.UseContext.Code.System, Library_UseCntxt_Cd_Sys
Library, UserSelected, Library.UseContext.Code.UserSelected, Library_UseCntxt_Cd_UsrSltd
Library, Version, Library.UseContext.Code.Version, Library_UseCntxt_Cd_Vrsn
Library, Code, Library.UseContext.ValueCodeableConcept.Coding.Code, Library_UseCntxt_VlCdbleCncpt_Cdg_Cd
Library, Display, Library.UseContext.ValueCodeableConcept.Coding.Display, Library_UseCntxt_VlCdbleCncpt_Cdg_Dsply
Library, System, Library.UseContext.ValueCodeableConcept.Coding.System, Library_UseCntxt_VlCdbleCncpt_Cdg_Sys
Library, UserSelected, Library.UseContext.ValueCodeableConcept.Coding.UserSelected, Library_UseCntxt_VlCdbleCncpt_Cdg_UsrSltd
Library, Version, Library.UseContext.ValueCodeableConcept.Coding.Version, Library_UseCntxt_VlCdbleCncpt_Cdg_Vrsn
Library, Text, Library.UseContext.ValueCodeableConcept.Text, Library_UseCntxt_VlCdbleCncpt_Txt
Library, Code, Library.UseContext.ValueQuantity.Code, Library_UseCntxt_VlQnty_Cd
Library, Comparator, Library.UseContext.ValueQuantity.Comparator, Library_UseCntxt_VlQnty_Cmprtr
Library, System, Library.UseContext.ValueQuantity.System, Library_UseCntxt_VlQnty_Sys
Library, Unit, Library.UseContext.ValueQuantity.Unit, Library_UseCntxt_VlQnty_Unt
Library, Value, Library.UseContext.ValueQuantity.Value, Library_UseCntxt_VlQnty_Vl
Library, Code, Library.UseContext.ValueRange.High.Code, Library_UseCntxt_VlRng_Hi_Cd
Library, Comparator, Library.UseContext.ValueRange.High.Comparator, Library_UseCntxt_VlRng_Hi_Cmprtr
Library, System, Library.UseContext.ValueRange.High.System, Library_UseCntxt_VlRng_Hi_Sys
Library, Unit, Library.UseContext.ValueRange.High.Unit, Library_UseCntxt_VlRng_Hi_Unt
Library, Value, Library.UseContext.ValueRange.High.Value, Library_UseCntxt_VlRng_Hi_Vl
Library, Code, Library.UseContext.ValueRange.Low.Code, Library_UseCntxt_VlRng_Lw_Cd
Library, Comparator, Library.UseContext.ValueRange.Low.Comparator, Library_UseCntxt_VlRng_Lw_Cmprtr
Library, System, Library.UseContext.ValueRange.Low.System, Library_UseCntxt_VlRng_Lw_Sys
Library, Unit, Library.UseContext.ValueRange.Low.Unit, Library_UseCntxt_VlRng_Lw_Unt
Library, Value, Library.UseContext.ValueRange.Low.Value, Library_UseCntxt_VlRng_Lw_Vl
Library, ValueReference, Library.UseContext.ValueReference, Library_UseCntxt_VlRfrnc
Library, Version, Library.Version, Library_Vrsn
Linkage, Active, Linkage.Active, Linkage_Active
Linkage, Author, Linkage.Author, Linkage_Athr
Linkage, Resource, Linkage.Item.Resource, Linkage_Itm_Rsrc
Linkage, Type, Linkage.Item.Type, Linkage_Itm_Typ
ListResource, Code, ListResource.Code.Coding.Code, ListRsrc_Cd_Cdg_Cd
ListResource, Display, ListResource.Code.Coding.Display, ListRsrc_Cd_Cdg_Dsply
ListResource, System, ListResource.Code.Coding.System, ListRsrc_Cd_Cdg_Sys
ListResource, UserSelected, ListResource.Code.Coding.UserSelected, ListRsrc_Cd_Cdg_UsrSltd
ListResource, Version, ListResource.Code.Coding.Version, ListRsrc_Cd_Cdg_Vrsn
ListResource, Text, ListResource.Code.Text, ListRsrc_Cd_Txt
ListResource, Date, ListResource.Date, ListRsrc_Dt
ListResource, Code, ListResource.EmptyReason.Coding.Code, ListRsrc_EmptyRsn_Cdg_Cd
ListResource, Display, ListResource.EmptyReason.Coding.Display, ListRsrc_EmptyRsn_Cdg_Dsply
ListResource, System, ListResource.EmptyReason.Coding.System, ListRsrc_EmptyRsn_Cdg_Sys
ListResource, UserSelected, ListResource.EmptyReason.Coding.UserSelected, ListRsrc_EmptyRsn_Cdg_UsrSltd
ListResource, Version, ListResource.EmptyReason.Coding.Version, ListRsrc_EmptyRsn_Cdg_Vrsn
ListResource, Text, ListResource.EmptyReason.Text, ListRsrc_EmptyRsn_Txt
ListResource, Encounter, ListResource.Encounter, ListRsrc_Enc
ListResource, Date, ListResource.Entry.Date, ListRsrc_Entry_Dt
ListResource, Deleted, ListResource.Entry.Deleted, ListRsrc_Entry_Deleted
ListResource, Code, ListResource.Entry.Flag.Coding.Code, ListRsrc_Entry_Flag_Cdg_Cd
ListResource, Display, ListResource.Entry.Flag.Coding.Display, ListRsrc_Entry_Flag_Cdg_Dsply
ListResource, System, ListResource.Entry.Flag.Coding.System, ListRsrc_Entry_Flag_Cdg_Sys
ListResource, UserSelected, ListResource.Entry.Flag.Coding.UserSelected, ListRsrc_Entry_Flag_Cdg_UsrSltd
ListResource, Version, ListResource.Entry.Flag.Coding.Version, ListRsrc_Entry_Flag_Cdg_Vrsn
ListResource, Text, ListResource.Entry.Flag.Text, ListRsrc_Entry_Flag_Txt
ListResource, Item, ListResource.Entry.Item, ListRsrc_Entry_Itm
ListResource, Assigner, ListResource.Identifier.Assigner, ListRsrc_Id_Assigner
ListResource, End, ListResource.Identifier.Period.End, ListRsrc_Id_Prd_End
ListResource, Start, ListResource.Identifier.Period.Start, ListRsrc_Id_Prd_Strt
ListResource, System, ListResource.Identifier.System, ListRsrc_Id_Sys
ListResource, Code, ListResource.Identifier.Type.Coding.Code, ListRsrc_Id_Typ_Cdg_Cd
ListResource, Display, ListResource.Identifier.Type.Coding.Display, ListRsrc_Id_Typ_Cdg_Dsply
ListResource, System, ListResource.Identifier.Type.Coding.System, ListRsrc_Id_Typ_Cdg_Sys
ListResource, UserSelected, ListResource.Identifier.Type.Coding.UserSelected, ListRsrc_Id_Typ_Cdg_UsrSltd
ListResource, Version, ListResource.Identifier.Type.Coding.Version, ListRsrc_Id_Typ_Cdg_Vrsn
ListResource, Text, ListResource.Identifier.Type.Text, ListRsrc_Id_Typ_Txt
ListResource, Use, ListResource.Identifier.Use, ListRsrc_Id_Use
ListResource, Value, ListResource.Identifier.Value, ListRsrc_Id_Vl
ListResource, Mode, ListResource.Mode, ListRsrc_Mode
ListResource, AuthorReference, ListResource.Note.AuthorReference, ListRsrc_Nt_AthrRfrnc
ListResource, AuthorStringType, ListResource.Note.AuthorStringType, ListRsrc_Nt_AthrStrgTyp
ListResource, Text, ListResource.Note.Text, ListRsrc_Nt_Txt
ListResource, Time, ListResource.Note.Time, ListRsrc_Nt_Time
ListResource, Code, ListResource.OrderedBy.Coding.Code, ListRsrc_OrdredBy_Cdg_Cd
ListResource, Display, ListResource.OrderedBy.Coding.Display, ListRsrc_OrdredBy_Cdg_Dsply
ListResource, System, ListResource.OrderedBy.Coding.System, ListRsrc_OrdredBy_Cdg_Sys
ListResource, UserSelected, ListResource.OrderedBy.Coding.UserSelected, ListRsrc_OrdredBy_Cdg_UsrSltd
